drive_id,model,disk_id,windows,positive_windows,max_probability,mean_probability,first_probability,last_probability,drive_label,fold
MA2_51743,MA2,51743,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_72335,MA2,72335,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_41987,MA2,41987,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_38817,MA2,38817,404,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_48096,MA2,48096,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_15061,MA1,15061,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_60662,MA2,60662,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_61211,MA2,61211,643,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_88104,MA2,88104,277,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_20297,MA1,20297,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_23219,MA2,23219,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_65478,MA2,65478,547,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_14310,MA2,14310,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_39682,MA2,39682,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_109044,MA2,109044,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_5249,MA1,5249,668,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_9146,MA2,9146,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_32224,MA1,32224,403,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_5576,MA2,5576,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_3115,MA2,3115,620,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_59690,MA2,59690,327,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_40052,MA1,40052,644,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_6092,MA2,6092,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_839,MA1,839,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_8397,MA2,8397,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_10251,MA2,10251,253,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_102808,MA2,102808,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_89872,MA2,89872,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_23701,MA1,23701,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_97557,MA2,97557,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_110503,MA2,110503,634,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_55190,MA2,55190,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_95217,MA2,95217,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_48376,MA2,48376,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_111115,MA2,111115,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_100289,MA2,100289,453,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_53748,MA2,53748,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_3368,MA2,3368,460,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_105509,MA2,105509,251,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_37478,MA2,37478,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_14013,MA1,14013,382,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_120034,MA2,120034,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_28458,MA1,28458,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_72485,MA2,72485,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_113695,MA2,113695,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_24675,MA2,24675,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_74362,MA2,74362,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_527,MA1,527,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_21117,MA2,21117,457,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_6323,MA2,6323,378,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104388,MA2,104388,309,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_62770,MA2,62770,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6199,MA1,6199,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_108972,MA2,108972,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_20598,MA1,20598,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_18111,MA2,18111,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_10456,MA2,10456,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_87174,MA2,87174,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_5989,MA1,5989,536,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_83582,MA2,83582,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_29891,MA2,29891,533,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_110244,MA2,110244,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_18670,MA2,18670,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104712,MA2,104712,468,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_98171,MA2,98171,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_18648,MA1,18648,92,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_19692,MA2,19692,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_16852,MA2,16852,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_108120,MA2,108120,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_47057,MA2,47057,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_51669,MA2,51669,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_108601,MA2,108601,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_54083,MA2,54083,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_56140,MA2,56140,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_112406,MA2,112406,627,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_32025,MA2,32025,364,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_100826,MA2,100826,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_26977,MA2,26977,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_42290,MA1,42290,404,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_27708,MA2,27708,459,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_46800,MA2,46800,458,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_42274,MA1,42274,658,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_83148,MA2,83148,490,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_35096,MA2,35096,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_56065,MA2,56065,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_61715,MA2,61715,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_98375,MA2,98375,645,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA1_37713,MA1,37713,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_96357,MA2,96357,327,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_108192,MA2,108192,411,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_51150,MA2,51150,336,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_113340,MA2,113340,383,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_34297,MA1,34297,437,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_10936,MA2,10936,545,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_20535,MA2,20535,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_36362,MA2,36362,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_41051,MA1,41051,378,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_60343,MA2,60343,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_79159,MA2,79159,443,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_34591,MA2,34591,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_41100,MA1,41100,658,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_72607,MA2,72607,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_26848,MA2,26848,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_92478,MA2,92478,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_13447,MA2,13447,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_24734,MA2,24734,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_24911,MA1,24911,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_105472,MA2,105472,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_31712,MA1,31712,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_24529,MA1,24529,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_1950,MA2,1950,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_10431,MA2,10431,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104471,MA2,104471,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_16549,MA1,16549,382,0,0.6730572,0.6650873,0.5654436,0.65781444,0,A
MA2_87380,MA2,87380,559,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_27709,MA1,27709,523,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_82698,MA2,82698,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_86520,MA2,86520,196,29,0.49389693,0.4938969,0.49389693,0.49389693,1,A
MA1_15609,MA1,15609,253,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_91666,MA2,91666,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_92131,MA2,92131,293,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_52799,MA2,52799,372,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_96789,MA2,96789,559,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_111161,MA2,111161,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_10384,MA2,10384,645,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_11686,MA2,11686,457,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_60667,MA2,60667,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_10633,MA1,10633,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_17122,MA2,17122,441,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_92170,MA2,92170,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_20124,MA2,20124,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_15637,MA1,15637,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_77474,MA2,77474,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_117142,MA2,117142,659,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_99179,MA2,99179,125,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_62118,MA2,62118,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_6587,MA2,6587,327,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_69954,MA2,69954,335,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_117474,MA2,117474,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_41705,MA2,41705,118,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_25672,MA2,25672,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_10351,MA2,10351,245,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_79376,MA2,79376,460,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA1_31771,MA1,31771,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_15936,MA2,15936,665,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_11476,MA2,11476,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_19627,MA2,19627,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_21714,MA2,21714,364,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_21637,MA1,21637,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_7645,MA2,7645,419,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_10094,MA1,10094,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_10890,MA1,10890,403,0,0.6834021,0.6755947,0.59315133,0.6699198,0,A
MA2_117703,MA2,117703,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_59136,MA2,59136,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_77695,MA2,77695,453,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_8635,MA1,8635,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_83921,MA2,83921,668,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_107123,MA2,107123,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_23062,MA2,23062,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_23063,MA1,23063,452,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_89113,MA2,89113,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_41086,MA2,41086,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6099,MA1,6099,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_9593,MA2,9593,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_110862,MA2,110862,459,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_92370,MA2,92370,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_29875,MA1,29875,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_76518,MA2,76518,459,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_85462,MA2,85462,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_87152,MA2,87152,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_44858,MA2,44858,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_32450,MA2,32450,49,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_100401,MA2,100401,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_1681,MA2,1681,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_20003,MA1,20003,382,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_21336,MA2,21336,587,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_6409,MA2,6409,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_28873,MA1,28873,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_34382,MA2,34382,307,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_9841,MA1,9841,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_88345,MA2,88345,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_9186,MA1,9186,634,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_117099,MA2,117099,663,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_101524,MA2,101524,327,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_84505,MA2,84505,434,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_65984,MA2,65984,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_91931,MA2,91931,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_26077,MA2,26077,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_65979,MA2,65979,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_37251,MA2,37251,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_38670,MA2,38670,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_12044,MA2,12044,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6741,MA1,6741,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_23508,MA2,23508,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_11348,MA1,11348,523,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_45608,MA2,45608,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_27954,MA1,27954,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_26637,MA2,26637,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_118396,MA2,118396,308,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_113749,MA2,113749,514,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_11475,MA2,11475,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_8306,MA2,8306,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_25836,MA1,25836,253,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_28492,MA2,28492,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_24317,MA1,24317,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_24096,MA1,24096,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_33990,MA1,33990,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_100171,MA2,100171,393,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_3798,MA1,3798,468,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_26380,MA2,26380,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_26634,MA2,26634,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_83016,MA2,83016,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_79913,MA2,79913,327,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA1_19697,MA1,19697,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_85779,MA2,85779,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_31776,MA1,31776,441,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_59514,MA2,59514,457,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_15448,MA1,15448,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_81551,MA2,81551,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104791,MA2,104791,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_25946,MA2,25946,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_18000,MA1,18000,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_59823,MA2,59823,379,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_60225,MA2,60225,665,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_116983,MA2,116983,384,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_106934,MA2,106934,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_28671,MA2,28671,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_7529,MA1,7529,567,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_96712,MA2,96712,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_115636,MA2,115636,125,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_111572,MA2,111572,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_104412,MA2,104412,668,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_120069,MA2,120069,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_6790,MA1,6790,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_111672,MA2,111672,452,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_26675,MA2,26675,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_61217,MA2,61217,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_70255,MA2,70255,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_52556,MA2,52556,620,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_92755,MA2,92755,357,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_48789,MA2,48789,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_33002,MA2,33002,657,0,0.49389693,0.49389696,0.49389693,0.49389693,0,A
MA2_17018,MA2,17018,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_40419,MA2,40419,641,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA1_12831,MA1,12831,302,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_64166,MA2,64166,458,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_86889,MA2,86889,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_35294,MA1,35294,8,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_120169,MA2,120169,668,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_23665,MA1,23665,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_38477,MA2,38477,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_106155,MA2,106155,661,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_1571,MA2,1571,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_120150,MA2,120150,249,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_45718,MA2,45718,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_27255,MA2,27255,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_101508,MA2,101508,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_24031,MA1,24031,18,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_115203,MA2,115203,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_35888,MA1,35888,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_110174,MA2,110174,384,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_118844,MA2,118844,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_1224,MA2,1224,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_9937,MA2,9937,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_10288,MA1,10288,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_49835,MA2,49835,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_74109,MA2,74109,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_105912,MA2,105912,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_23565,MA2,23565,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_38252,MA2,38252,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_87237,MA2,87237,518,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_13998,MA2,13998,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_60590,MA2,60590,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_151,MA2,151,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_120020,MA2,120020,665,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_30748,MA1,30748,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_47531,MA2,47531,249,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_3583,MA1,3583,451,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_119522,MA2,119522,236,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_11276,MA1,11276,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_115461,MA2,115461,333,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_98692,MA2,98692,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_52396,MA2,52396,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_94041,MA2,94041,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_109996,MA2,109996,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_40929,MA2,40929,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_960,MA1,960,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_41388,MA1,41388,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_39735,MA2,39735,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_24857,MA1,24857,410,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_25850,MA2,25850,460,0,0.49389693,0.4938969,0.49389693,0.49389693,0,A
MA2_49964,MA2,49964,634,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_115955,MA2,115955,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_67593,MA2,67593,666,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_5345,MA2,5345,635,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_69039,MA2,69039,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_115326,MA2,115326,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_94792,MA2,94792,634,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA2_2991,MA2,2991,419,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_35137,MA1,35137,671,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_38464,MA1,38464,546,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_41969,MA1,41969,118,0,0.49389693,0.49389693,0.49389693,0.49389693,0,A
MA1_41167,MA1,41167,325,30,0.49389693,0.49389696,0.49389693,0.49389693,1,A
