model,disk_id,drive_score,drive_label,n_final_windows,final_window_start,final_window_end,fold
MA2,92478,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,92708,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,92755,0.4938969314098358,0,30,2018-12-23,2019-01-21,A
MA2,92972,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,93188,0.4938969314098358,0,30,2018-11-23,2018-12-22,A
MA2,93361,0.4938969314098358,0,30,2019-08-30,2019-09-28,A
MA2,93481,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,94000,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,94041,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,94171,0.4938969314098358,0,30,2019-09-23,2019-10-22,A
MA2,94174,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,94413,0.4938969314098358,0,30,2019-10-21,2019-11-19,A
MA2,94614,0.4938969314098358,0,30,2019-08-13,2019-09-11,A
MA2,94629,0.4938969314098358,0,30,2019-09-25,2019-10-24,A
MA2,94640,0.4938969314098358,0,30,2019-04-04,2019-05-03,A
MA2,94792,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,95039,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,95130,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,95217,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,95676,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96055,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96108,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,96153,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96210,0.4938969314098358,0,30,2019-10-21,2019-11-19,A
MA2,96329,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96357,0.4938969314098358,0,30,2018-11-23,2018-12-22,A
MA2,96453,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96506,0.4938969314098358,0,30,2019-08-09,2019-09-07,A
MA2,96581,0.4938969314098358,0,30,2019-04-03,2019-05-02,A
MA2,96712,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96772,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96789,0.4938969314098358,0,30,2019-07-13,2019-08-11,A
MA2,96877,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,96957,0.4938969314098358,0,30,2019-10-19,2019-11-17,A
MA2,97223,0.4938969314098358,0,30,2019-10-25,2019-11-23,A
MA2,97352,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,97405,0.4938969314098358,0,30,2019-08-26,2019-09-24,A
MA2,97510,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,97553,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,97557,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,98052,0.4938969314098358,0,30,2019-11-01,2019-11-30,A
MA2,98156,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,98171,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,98375,0.4938969314098358,0,30,2019-10-07,2019-11-05,A
MA2,98559,0.4938969314098358,0,30,2019-04-05,2019-05-04,A
MA2,98626,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,98677,0.4938969314098358,0,30,2018-09-15,2018-10-14,A
MA2,98692,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,98936,0.4938969314098358,0,30,2019-10-07,2019-11-05,A
MA2,99179,0.4938969314098358,0,30,2018-05-05,2018-06-03,A
MA2,99214,0.4938969314098358,0,30,2018-10-29,2018-11-27,A
MA2,99363,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,99388,0.4938969314098358,0,30,2019-01-19,2019-02-17,A
MA2,99835,0.4938969314098358,0,30,2018-10-20,2018-11-18,A
MA2,100017,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,100157,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,100171,0.4938969314098358,0,30,2019-01-28,2019-02-26,A
MA2,100289,0.4938969314098358,0,30,2019-03-29,2019-04-27,A
MA2,100401,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,100651,0.4938969314098358,0,30,2019-01-17,2019-02-15,A
MA2,100826,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,101167,0.4938969314098358,0,30,2018-11-23,2018-12-22,A
MA2,101233,0.4938969314098358,0,30,2019-04-02,2019-05-01,A
MA2,101376,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,101430,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,101436,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,101480,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,101503,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,101508,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,101524,0.4938969314098358,0,30,2018-11-23,2018-12-22,A
MA2,101532,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,101864,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,101988,0.4938969314098358,0,30,2019-03-28,2019-04-26,A
MA2,102758,0.4938969314098358,0,30,2019-04-21,2019-05-20,A
MA2,102759,0.4938969314098358,0,30,2019-04-21,2019-05-20,A
MA2,102808,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,102852,0.4938969314098358,0,30,2018-11-24,2018-12-23,A
MA2,103034,0.4938969314098358,0,30,2019-02-01,2019-03-02,A
MA2,103271,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,103340,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,103420,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,103460,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,103721,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,103879,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,104203,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,104250,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,104388,0.4938969314098358,0,30,2018-11-05,2018-12-04,A
MA2,104412,0.4938969314098358,0,30,2019-10-30,2019-11-28,A
MA2,104427,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,104463,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,104471,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,104505,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,104512,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,104700,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,104712,0.4938969314098358,0,30,2019-04-13,2019-05-12,A
MA2,104791,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,105005,0.4938969314098358,0,30,2019-09-12,2019-10-11,A
MA2,105047,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,105172,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,105189,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,105297,0.4938969314098358,0,30,2019-09-12,2019-10-11,A
MA2,105394,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,105444,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,105472,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,105509,0.4938969314098358,0,30,2018-09-08,2018-10-07,A
MA2,105526,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,105605,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,105907,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,105912,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,105922,0.4938969314098358,0,30,2019-04-05,2019-05-04,A
MA2,105955,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,106155,0.4938969314098358,0,30,2019-10-23,2019-11-21,A
MA2,106441,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,106851,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,106934,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,106994,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107077,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107123,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107139,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,107169,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107208,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107456,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107457,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107500,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,107701,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,107733,0.4938969314098358,1,30,2018-06-10,2018-07-09,A
MA2,107872,0.4938969314098358,0,30,2018-04-09,2018-05-08,A
MA2,108120,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,108123,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,108126,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,108192,0.4938969314098358,0,30,2019-02-15,2019-03-16,A
MA2,108314,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,108486,0.4938969314098358,0,30,2019-10-30,2019-11-28,A
MA2,108564,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,108601,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,108900,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,108972,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,108976,0.4938969314098358,0,30,2019-10-21,2019-11-19,A
MA2,108986,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,109044,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,109077,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,109140,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,109165,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,109996,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,110174,0.4938969314098358,0,30,2019-01-19,2019-02-17,A
MA2,110244,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,110269,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,110503,0.4938969314098358,0,30,2019-09-26,2019-10-25,A
MA2,110862,0.4938969314098358,0,30,2019-04-04,2019-05-03,A
MA2,111115,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,111161,0.4938969314098358,0,30,2019-10-19,2019-11-17,A
MA2,111572,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,111607,0.4938969314098358,0,30,2019-02-17,2019-03-18,A
MA2,111672,0.4938969314098358,0,30,2019-03-28,2019-04-26,A
MA2,111697,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,111702,0.4938969314098358,0,30,2019-04-01,2019-04-30,A
MA2,112047,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,112153,0.4938969314098358,1,30,2019-01-07,2019-02-05,A
MA2,112406,0.4938969314098358,0,30,2019-09-19,2019-10-18,A
MA2,112411,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,112633,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,112728,0.4938969314098358,0,30,2019-03-29,2019-04-27,A
MA2,112995,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,113340,0.4938969314098358,0,30,2019-01-18,2019-02-16,A
MA2,113622,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,113648,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,113695,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,113749,0.4938969314098358,0,30,2019-05-29,2019-06-27,A
MA2,114218,0.4938969314098358,0,30,2019-04-03,2019-05-02,A
MA2,114290,0.4938969314098358,0,30,2019-08-13,2019-09-11,A
MA2,114335,0.4938969314098358,0,30,2018-04-29,2018-05-28,A
MA2,114360,0.4938969314098358,0,30,2019-10-20,2019-11-18,A
MA2,114374,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,114714,0.4938969314098358,0,30,2018-11-23,2018-12-22,A
MA2,115203,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,115326,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,115328,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,115461,0.4938969314098358,0,30,2018-11-29,2018-12-28,A
MA2,115543,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,115636,0.4938969314098358,0,30,2018-05-05,2018-06-03,A
MA2,115650,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,115955,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,116145,0.4938969314098358,1,30,2018-09-11,2018-10-10,A
MA2,116192,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,116323,0.4938969314098358,0,30,2019-05-03,2019-06-01,A
MA2,116351,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,116389,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,116560,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,116609,0.4938969314098358,0,30,2018-12-30,2019-01-28,A
MA2,116895,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,116950,0.4938969314098358,0,30,2019-06-13,2019-07-12,A
MA2,116983,0.4938969314098358,0,30,2019-01-19,2019-02-17,A
MA2,117099,0.4938969314098358,0,30,2019-10-25,2019-11-23,A
MA2,117132,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,117142,0.4938969314098358,0,30,2019-10-21,2019-11-19,A
MA2,117299,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,117436,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,117474,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,117566,0.4938969314098358,0,30,2019-06-14,2019-07-13,A
MA2,117703,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,117799,0.4938969314098358,0,30,2019-06-27,2019-07-26,A
MA2,117955,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,118158,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,118292,0.4938969314098358,0,30,2019-02-01,2019-03-02,A
MA2,118396,0.4938969314098358,0,30,2018-11-04,2018-12-03,A
MA2,118698,0.4938969314098358,0,30,2019-10-07,2019-11-05,A
MA2,118712,0.4938969314098358,0,30,2018-06-23,2018-07-22,A
MA2,118844,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,118907,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,118989,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,119510,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,119522,0.4938969314098358,0,30,2018-08-24,2018-09-22,A
MA2,119788,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,119815,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,119879,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,119954,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,120020,0.4938969314098358,0,30,2019-10-27,2019-11-25,A
MA2,120034,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,120069,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,120150,0.4938969314098358,0,30,2018-09-06,2018-10-05,A
MA2,120169,0.4938969314098358,0,30,2019-10-30,2019-11-28,A
MA2,120312,0.4938969314098358,0,30,2019-11-02,2019-12-01,A
MA2,120439,0.4938969314098358,0,30,2019-09-27,2019-10-26,A
MA2,120770,0.4938969314098358,0,30,2018-05-17,2018-06-15,A
MB1,70,0.4931526780128479,0,30,2019-10-03,2019-11-01,B
MB1,237,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,302,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,409,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,435,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,536,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,702,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,704,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,808,0.4931526780128479,0,18,2019-11-14,2019-12-01,B
MB1,931,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,955,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1103,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1197,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1249,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1307,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1332,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1335,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1358,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1380,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1447,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1448,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1558,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1625,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1647,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1778,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1906,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,1911,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2192,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2328,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2369,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,2450,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2594,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2632,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2634,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2746,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2749,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,2973,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3020,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3027,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3133,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3423,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3429,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3465,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3546,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,3668,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,4119,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,4196,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,4526,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,4619,0.4931526780128479,0,30,2019-10-31,2019-11-29,B
MB1,4738,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,4867,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,4882,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,5031,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,5079,0.4931526780128479,1,30,2019-06-22,2019-07-21,B
MB1,5097,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,5140,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,5243,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,5283,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,5845,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,5921,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,6021,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,6140,0.4931526780128479,0,30,2019-10-29,2019-11-27,B
MB1,6196,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,6226,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,6241,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,6249,0.4931526780128479,0,30,2019-10-07,2019-11-05,B
MB1,6479,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,6589,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,6814,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,6960,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,7007,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,7082,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,7247,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,7376,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,7496,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,7602,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,7680,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,7962,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,7976,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8012,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8075,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8140,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8166,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8393,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8516,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8883,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8928,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8979,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,8993,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,9086,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,9227,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,9301,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,9781,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,9990,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10004,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10021,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10216,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10274,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10460,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10481,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10913,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,10949,0.4931526780128479,0,30,2019-06-18,2019-07-17,B
MB1,11248,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,11330,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,11404,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,11626,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,11758,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,11902,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12002,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12181,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12190,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12203,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12361,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12651,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12817,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12846,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12856,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,12966,0.4931526780128479,1,30,2018-07-30,2018-08-28,B
MB1,12976,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,13045,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,13177,0.4931526780128479,0,30,2019-10-06,2019-11-04,B
MB1,13454,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,13609,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,13636,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,13705,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,13807,0.4931526780128479,0,30,2019-10-20,2019-11-18,B
MB1,14068,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14135,0.4931526780128479,0,30,2018-03-17,2018-04-15,B
MB1,14332,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14360,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14420,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14435,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14558,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14628,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14814,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,14841,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,14866,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,14882,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15064,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15190,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15213,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15242,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15425,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15682,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15703,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,15865,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16272,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16396,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16445,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16450,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16627,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16763,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16807,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16946,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16971,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,16983,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,17134,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,17182,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,17295,0.4931526780128479,0,30,2019-10-19,2019-11-17,B
MB1,17344,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,17367,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
MB1,17606,0.4931526780128479,0,30,2019-01-12,2019-02-10,B
MB1,17614,0.4931526780128479,1,30,2018-11-08,2018-12-07,B
MB1,17768,0.4931526780128479,0,30,2019-11-02,2019-12-01,B
